frijaz
gaskaftiz
wahtwō
slīkaną
slihtaz
andijaz
arbiją
arjaną
nēaną
hrawaz
hulliz
fellą
amsaz
hafraz
haihaz
kinnuz
reufaną
burgijaną
rikwizjaną
sōþą
sōdijaną
gamainijaną
samjaną
wardijaną
þanjaną
armāną
þewaz
gaaināną
baitaz
fneusaną
hneusaną
ananą
flahaną
bakaną
gernaz
swabjaną
frawerþaną
frawardijaną
tōlą
hwazuh
hwarjazuh
hwaþerazuh
hwaruh
pūkô
hrōpaną
jagōną
stallijaną
kraftaz
snellaz
sanþaz
ainafalþaz
hairaz
swēraz
lōkōną
talō
barną
hanapiz
breutaną
lamjaną
leubaz
staumaz
hrīnaną
bikjǭ
gagin
haliþaz
dalą
mariskaz
flōraz
grunduz
rōþrą
seglą
hwerbaną
werpaną
upp
uppai
hundaradą
smartaz
fram
hinder
twai
ainalif
twai tigiwiz
swihaniskaz
twalif
sebuntēhundą
ahtōutēhundą
newuntēhundą
hlutą
hlautiz
hleutaną
hlutōną
hugaz
mazgą
þurskaz
weraldiz
frankô
barkuz
birkijǭ
wēpną
hamaraz
skinþą
slītaną
bōkastabaz
rattaz
balkô
funstiz
fruskaz
nurþrą
surgō
surgijaną
rukkaz
raukiz
reukaną
skillingaz
sturjô
gallō
sunþrą
taglą
sugilaz
austrą
pusô
keudō
bihōfą
beuzą
blēstuz
rattō
aikwernô
aizō
balgiz
straumaz
igilaz
strikô
frawjaz
frawjǭ
frawjô
westrą
kukkaz
kiukīną
hanjō
hanô
hōną
hōnijǭ
uzlagą
kulą
hakjō
hagjō
hōrǭ
hōraz
hōrą
drahtuz
sihtiz
brahtaz
haldaną
blēsaną
stautaną
waskaną
grabaną
puttaz
bōniz
amslǭ
þrastuz
underô
þerhw
wihtą
wihtiz
brunjǭ
swēgraz
apô
asiluz
gatą
gatwǭ
kūlǭ
musą
dūkaną
klaiþą
askô
skagriz
leuskô
maiskaz
muskiz
naskiz
skadwaz
skarną
skaubaz
skinō
skuftą
skaduz
knīfą
kūliz
keulaz
instraz
haistraz
nasō
strampaz
strēlō
nusō
strumpaz
neurô
helmô
skalmiz
skalmō
skal-
skūrō
skalō
karilaz
sinþaz
siþaz
harugaz
twiznaz
gawahwaną
lūþarō
luþô
fadiz
-þrą
lībą
Hrōþiwulfaz
Rēdawulfaz
Aþalawulfaz
Haþuwīgą
mērijaz
Hrōþigaizaz
Mērijawīgą
Þeudarīks
sundī
Friþugaizaz
luhsaz
saipǭ
liþugaz
klainiz
wlētōną
flaþô
fraiwą
taihwǭ
mōsą
tunglą
brahtumaz
himinaz
wunskijaną
balwaz
brestaną
frauþaz
fruþgô
sulą
sūliz
tiną
hagjaz
sīlą
bandijaną
etunaz
hrussą
straikaz
strikiz
straikōną
strangiz
skuldiz
karāną
dwalaz
dulaz
dwaiskijaną
dwēsaz
biginnaną
dungijǭ
dungō
dungaz
werrō
werraną
rekô
rekaz
derkaz
darnijaz
derkōną
panningaz
hēringaz
drakô
swinganą
sangijaną
slidô
katilaz
herþaz
snakô
slangô
badją
sagō
hasalaz
sagǭ
ūraz
furistaz
friskaz
baþą
widuz
hultą
listiz
fōdô
fōdijaną
ēmaitijǭ
knehtaz
fertaną
bragną
miltiją
drupô
ahslō
maltą
parrukaz
ermunaz
raþą
pagilaz
spellą
bankô
raumaz
laidō
lauþrą
hlahtraz
nuh
mīþaną
skurtaz
hrugjaz
gōdōną
lubō
lubją
haitaz
gellaną
diupiþō
alþį̄
senawō
faludaz
fulmō
felþą
wōstinjō
triwwiþō
wanduz
graljaną
besamô
sakō
faimnijǭ
faimijō
sabjô
hlinjaną
hlainijaną
lēziz
winkilaz
winkōną
hurznutō
hwīnaną
hwinisōną
laubijaną
nutō
nutą
launą
taikijaną
taikną
knībaz
knabô
knappô
herutaz
baką
hūbī
bijǭ
bellǭ
blukką
budagą
askaz
buskaz
þekuz
hunagą
hunangą
daljō
gallô
dammaz
staggijô
staggijaz
gaistaz
hradaz
diurijaz
diuriþō
wraiþaz
wraiþiþō
haljō
halftrō
jikilaz
gīslaz
bōþlą
butmaz
lataz
glaimiz
stagą
greutą
farwō
furhnō
skiwô
skiwją
kruppaz
meltǭ
miltijaz
ēbanþs
supô
lēwijaną
smalaz
-ilingaz
plihtiz
sūganą
sūkaną
stōlaz
hanhilaz
wrangaz
rōwō
bastaz
bedą
wrakjô
kalwaz
fersnō
bardaz
skagją
bewwą
bardǭ
akwisī
akraną
seldana
strawą
strawjaną
hwistlōną
krēǭ
dēhǭ
dagāną
anafeltaz
uzristiz
gamaną
bainaz
barsaz
nadrǭ
nadraz
wīpōną
baumijǭ
būsniz
būraz
brēdô
wīsadōmaz
brēdaną
maiwaz
nakwô
kaflaz
kebrą
klaibrǭ
klaiwaz
daugilaz
daugō
raduraz
stapulaz
stabaz
sprēkō
airundiją
skattaz
kannǭ
sōmijaną
kakǭ
kebą
gamalaz
nabōgaizaz
maidaz
erlaz
spēnuz
flataz
flakaz
gabalō
bakiz
strandō
delbaną
ankijǭ
ankulaz
laukaz
rīkisōną
brōkaz
bermô
buþlijaną
birilô
dwemrą
klawō
garną
snigilaz
sneggô
maþlōną
lagjaz
antiskaz
antiz
hraigrô
muldō
hrabnaz
farnaz
tōmaz
snagilaz
wermōdaz
maskwǭ
smertaną
kutjaną
krēaną
darnijaną
frijadōmaz
blauþuz
smīlijaną
galaną
taumaz
auþuz
nawiz
neudaz
hrōfą
wankulaz
bō-
skrudōną
taisilō
skaidilō
bugô
bultaz
linnaną
ēlō
wēraz
failijaz
sundą
þanhtaz
wlitiz
þigjaną
smanþiz
hupiz
razną
danjō
malskaz
alaz
maiþmaz
hwelpaz
klebô
galgô
ubatją
skrīhaną
kwalmaz
kōpijaną
kapjaną
muniwō
muniz
spōdiz
bikwemaną
handlōną
jabai
mainijaną
liþuz
glīwą
wandrōną
wakraz
wakaną
gaukaz
gnaganą
dīsiz
dajjaną
dijōną
dēaną
dajjǭ
-lingaz
dabaną
gardô
wīną
wunjō
mangijaną
sleutaną
kanipaz
figanaz
marką
granō
habīgaz
grōaną
lanō
alatjaną
kuttô
wundrą
skawwōną
spehōną
paidō
tīdiz
hupōną
lewô
līnǭ
staigriz
framaþjaz
wurdiz
tukkōną
Raginaharjaz
taubrą
hansō
haimatjaną
fahaz
fawiþō
lēgiþō
geusaną
taugō
wēgiþō
wōdijaz
kustōną
prattuz
rekanōną
metōną
rīmaną
herdō
hlustiz
erǭ
etǭ
wōstijaną
jahatjaną
kradô
ētijaz
faigijaz
faigiþō
landijaną
hwarbijaną
marǭ
niitjaną
nakwōną
wrītaną
smuljaną
wartǭ
hūdijaną
halōną
hulōną
flaiską
babalōną
kulþaz
kelþą
hlandą
skarpaz
stillijaz
nakwadaz
wundō
þursuz
þurstiz
ganuhtiz
inkô
gēbǭ
walkaną
fahsą
wrīþaną
sīganą
hrītaną
līkahamô
garaznô
mōtijaną
murguz
bremaną
brōmiz
daupijaną
ammǭ
spinþrô
skaunizô
skaunistaz
wanatōną
spreutaną
mēgaz
lahwaz
blēstaz
grētaz
haitį̄
burþį̄
salō
hiwją
libarō
Hrōþilandą
uzbīdaną
rudjaną
hinderōną
imbijaz
skaftaz
-skapiz
krūdą
swarmaz
smeltaną
wadją
wadjōną
haunijaną
hauniz
hauniþō
hunslą
sternǭ
niftiz
stōraz
likkōną
sindraz
hnaskuz
sūz
putōną
hnaskwuz
galōfô
lōfô
bulô
gantaz
bulstraz
darō
darjaną
nautą
ganautaz
blīþiz
faþō
talą
wōstijaz
hattuz
bōsmaz
wulkaną
sēna
ēnu
felma-
dugunþō
rukkô
stakô
skaþô
sulhs
skaþōną
skaþulaz
wanhō
uzrēdaną
uzrīsaną
ferhuz
ferhwą
pōlaz
pullaz
laihną
skelbaną
landį̄
mōtą
þauh
kwēdaz
drēnuz
sundaz
rakō
rakentǭ
agluz
aglijaną
weruz
uzlagjaną
gaberaną
marzijaną
bihelaną
hnakkô
swartōną
aunōną
anþiją
wētaz
wētijaną
draugiz
narwaz
seuþaną
fraberaną
aiwaz
albits
elhaz
algiz
algōną
alhs
sturmaz
þankaz
sturkaz
anhulō
gundaz
aitrą
skeubaną
þwangiz
artijaną
wōmatjaną
hōlą
hōlōną
hōlijaną
hulisaz
skēpą
leuþą
frastandaną
prattugaz
skurtijǭ
gangaz
harnaz
blētijaną
mōdaz
mōdrijǭ
mōmǭ
fūliþō
langiþō
wrīhaną
dustą
dunstą
kweþuz
duntiz
wīhaz
saumaz
denaraz
wambō
wammijaną
wisundaz
swin-
stertaz
hurnungaz
waþwô
swarō
andaswarō
andawurdiją
warkiz
smikraz
smiþaz
fastuz
sauzaz
sweltaną
furbijaną
tuppaz
wandlōną
brigdilaz
hrapjaną
lūtilaz
hrapōną
taljaną
badwō
furkaz
fifaldǭ
flainaz
hildiz
haltaz
lagą
frōdijaną
frōdōną
skirmiz
hētuz
heruz
nōwaz
naustą
nōtō
ōsaz
biliz
bargijaną
barwaz
balluz
balþaz
fetaną
finkiz
finkô
geldą
firstiz
tamjaną
plehaną
hrugnaz
mūk-
aflą
hrōkaz
mūlō
mūlô
mūlą
kōkô
faką
writą
writiz
hrewwō
hriwwiz
bad-
buhsuz
hanhaz
haiþī
rīmą
haiþiz
burþinjō
abniją
missijaną
abnijaną
wantuz
hlastuz
leþrą
jukjaną
jungilingaz
utraz
biliþją
strangaz
skandō
hugjaną
fernaz
fadurjô
awahaimaz
kustuz
kustiz
fagraz
flauhaz
smakkuz
mildijaz
twinaz
faldistōlaz
irzijaz
brōks
mihstaz
bregdaną
bragz
aibraz
abraz
hulþaz
waldaną
baþōną
blōþijaną
budōną
balþijaną
sundraz
sundrōną
twihô
twīflaz
wrēþuz
wurpilaz
bōtō
batjaną
fatą
hradjaną
salą
saliz
hallō
walaz
hungruz
bukkô
bukkaz
haswaz
wiþjǭ
wiþiz
mailą
dīkaz
dīkiją
stigilō
stainagaz
wagjaz
dōkaz
warōną
dewaną
dawjaną
lūtaną
kazą
wītaną
kreupaną
draibō
sandō
harjōną
flukkaz
handijaną
handugaz
falisaz
kinkōną
sulī
hringijaną
wīraz
hōkaz
jihtiz
austrōnijaz
wīsōną
wīsijaną
asnijaz
awistrą
awidiją
sagulaz
þuljaną
skrīþaną
mēþą
mērijaną
haftijaną
haftiją
lindō
marwaz
meltaną
smirilaz
smerwą
gudjô
swībaną
skakaną
hōdaz
targǭ
timrą
tīnaz
trūþaz
tulguz
tībrą
tilaz
þinhtaz
skīriz
klewô
swammaz
trukōną
medumō
maþlą
drītaną
maþlijaną
mundōną
auraz
aurī
firinō
hrētō
gailaz
þiudijaną
Alarīks
Aþalaberhtaz
taskǭ
tardaz
grīmô
anhtō
kastōną
kas-
buriz
warduz
wardō
haifstiz
īhwaz
krakōną
brēþaz
brēþiz
būlō
braidį̄
skulō
wimpilaz
nataz
traustą
flōduz
brōduz
matisahsą
sahtiz
pakkô
daigijǭ
darōþuz
dīganą
pamp-
kidją
kittīną
kwernō
kwernuz
wiligaz
wiligjǭ
siniz
swakkuz
swakaz
kōlaz
haulaz
dulją
dalkaz
dulgą
dulgaz
habrô
mainiz
stunōną
glīdaną
kefalaz
biusi
strakjaną
strakaz
blōtą
dedǭ
gaminþiją
spindaz
spinnilō
midjǭ
mandō
mainaiþaz
manō
magraz
huppōną
huppijaną
sīdaz
kōniz
murþrijaną
murþą
waldą
manją
spinnaną
bullǭ
biniz
binemaną
bineutaną
ganeutaną
wanisōną
wanaz
bastijaną
hatjaną
hatōną
funsaz
blīkaną
wurgijaną
strinô
skup-
haugaz
skalkaz
regnabugô
regnaz
regną
rustaz
rūskōną
melwą
masuraz
fulgijaną
husǭ
kwankijaną
kwinkaną
frustaz
hnappaz
wlapp-
skakulaz
hnuppô
hneupaną
bruþą
hūbǭ
breuþaną
faluz
mastaz
krupilaz
falhuz
wrēkō
kahwō
hūwô
uwwalǭ
bazaz
bazjaną
bazōną
alinabugô
nēhwagabūrô
klakōną
klajjaz
klajjô
skiftijaną
starkuz
stummaz
skaþjaną
hliwjaz
hlēwaz
wlakwaz
erþōbazją
krampō
daftuz
swinþaz
gōdalīkaz
gadilingaz
krappô
dimmaz
druknaz
druknijaną
taisijaną
laiþaz
truzlą
skamō
tanhuz
smiþōną
smiþjǭ
skautaz
kribjǭ
skīdą
hōdijaną
klainį̄
swerkaną
lasiwaz
raupijaną
kīmô
wlankaz
swīkwaną
rēdisliją
limpaną
winnaną
kerbaną
hratōną
bandiz
bausuz
geraz
faihaz
spōaną
spurą
rēdaz
westrōnijaz
sunþrōnijaz
aikīnaz
birkīnaz
swelganą
rūnōną
nurþrōnijaz
halbaz
kaipaz
slībaną
slūm-
wihslōną
weþruz
turnaz
Gautafriþuz
hlūtraz
stōwō
haupaz
hunhruz
melkaną
kinþą
gōmô
spōdijaną
spōdijanan
funhtijaz
grunnatjaną
stapiz
stapjaną
tilōną
þragilaz
hrīmaz
rastō
raskuz
gaidō
hawjaną
hrīmą
gafaderô
gaburjaną
burþiz
falhaz
brunnô
sweraną
sweruz
murginaz
murgnagebō
þakwōną
rafisjaną
ramō
hweraz
hwōstōną
hūnaz
banō
krukjō
trundilaz
bazją
basją
brēm-
brinkaz
sumpaz
leuhsaz
kwerruz
flītaną
smeuganą
mihstuz
hugiz
targijaną
skehaną
skallijaną
ernustuz
daigaz
sturtijaną
skaggiją
semōną
sawwą
bewwu
bērō
barwijǭ
fadōną
fatōną
grimmaz
nutiz
brūkiz
framjaną
būą
himilaz
flatją
flōkaną
spilōną
wōþijaz
skrībaną
kukōną
jehaną
derbaną
skelduz
rūmijaną
smaugijaną
lōgą
legrą
nebulaz
lipjô
lepuzaz
lepô
reumô
rēsō
rīkijadōmaz
hazdaz
baugijaną
rukkōną
rutjaną
fursaz
karmiz
kurþrą
gimrī
taugijaną
kīnaną
bēganą
hellaną
skrinkwaną
skrankijaną
skraudaną
mēaną
midją
spangō
īlijaną
faiknaz
arhwō
aigǭ
aidaz
fōriz
fōriją
flaihaz
þēgiz
hwelbaną
hwataz
hwerbaz
hrōzaz
raginą
innai
inn
innanē
ubanē
-anē
ūtai
ūtanē
þrawaz
furai
furi
skandijaną
tīhaną
furskō
furskōną
aukô
batô
tēwijaz
rōdō
aferô
brimą
sīmô
silubrīnaz
gulþīnaz
þan
duhtiz
bōōną
skēriz
sētiz
fundiz
bēriz
brukiz
brēkiz
treganą
fangiz
walakuzjǭ
derbaz
huntōną
hinþaną
hailiþō
wrēkiz
argaz
erknaz
hrumaz
trumaz
trindaz
mētiz
falǭ
irhaz
ili
fūrijaną
tēwō
urbą
unhtaz
krīganą
deuhtrą
unhtwǭ
suhturwijô
staraz
spēdiz
skōdiz
serþaną
sēwiz
sakaną
turþiz
tumþiz
turhtaz
wikkōną
irþīnaz
fuldō
lingwaną
lingwą
wulþuz
wajjuz
tinganą
tuhtiz
mōþuz
arwaz
saidaz
sterǭ
stainīnaz
felgō
audanaz
fleutaną
fleusaz
haidraz
stallaz
stuþs
sturkiz
knōdiz
mairiją
dreusaną
dangijaną
dingwaną
erpaz
swultiz
hūzijaną
arbaz
lahaną
dulþiz
fanē
gadurōną
gadōną
kumbraz
kubô
ferrai
ferudi
warhą
drabaz
dreugaz
draugaz
drōbuz
aiwukiz
ailą
aidiją
nibilaz
niþą
kuspaz
klibą
garnō
ganhuz
dōgaz
melhmô
badōną
hanþaz
speru
þwerhaz
duskaz
þurstuz
hurdiz
fimbulaz
aiskō
nehw
-hun
trakjaną
-ją
aspō
aldǭ
sīlō
medumô
þegnaz
þimistraz
hlaidrijō
nidwō
wīhsą
falgō
nabō
griwjaną
hulmaz
heuhmô
herzną
aþna-
hurhwą
ōferaz
smukkaz
ailidaz
asunz
fanô
dintaną
laikaną
skardaz
tuskijaną
uznaną
greutaną
reudaną
gerstō
flōaną
fleugǭ
flugǭ
remaz
kudją
sarwą
hēliz
þrumą
mahtīgaz
harōną
gridiz
baidijaną
gēbiz
gangiz
farmaz
hwallaz
spihtaz
wōgiz
baugaz
harjatugô
maitaną
stōdą
twigimaz
þrautōną
barugaz
mankô
wreskwaną
snarkōną
kelþaz
keldaz
hnutuz
hnutus
laupaz
paddǭ
kranô
kranukaz
wangô
wangarijaz
slagiz
slōgiz
þaismô
habilaz
hafilaz
hafjô
tarbijaną
krōkaz
weudą
walô
waliþō
welagaz
galaubijaną
slaiwaz
sebô
hailisōną
wlispaz
klumpô
werageldą
wargijaną
wargiþō
harstijaną
leugō
kampijô
kampô
kambijaną
swait-
salwaz
kumblą
kumbalą
seudaz
sadulaz
skrattuz
snidaz
klautaz
kumbaz
drahtiz
maginą
wiþrą
raipaz
hragilą
sibjaz
frakunnaną
mōraz
sairagaz
bisigaz
sailą
furaiganganą
furai-
furi-
smarōną
smaukiz
furaikweþaną
frakunþaz
furibeudaną
frawurkijaną
lusą
beudaz
egalaz
adalaz
ribją
drugą
bundą
uzdailiją
hraukaz
andiz
furist
knuzlijaną
unkunþaz
firi-
und
unþa-
īsarnīnaz
bōkīnaz
triwīnaz
fadrīnaz
mōdrīnaz
twizdailijaną
flutōną
uberganganą
faganaz
sibi
rōbaz
tradō
sarkiz
simlê
hnaskōną
trewwō
dammijaną
grēduz
hulą
smūganą
tremaną
hulaz
hakulaz
falwaz
frasakaną
grīnaną
grubaz
sīþuz
uzsōkijaną
